식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그,소재지도로명,업태명,주된음식,영업장면적(평),행정동명,소재지전화번호,제로식당
태풍참치,강서구,Y,N,N,N,Y,"모범음식점,안심식당","서울특별시 강서구 공항대로 261, 발산파크프라자 2층 207호 (마곡동)",일식,참치모듬회,42.7,가양제1동,236633753, 
하이난,광진구,Y,N,N,N,Y,"모범음식점,씨트립,안심식당","서울특별시 광진구 능동로 243-1, (군자동,(지하))",중식,자장면,103.9,군자동,024660832, 
한강회관,용산구,Y,N,N,N,Y,모범음식점,"서울특별시 용산구 이촌로75길 10-3, (이촌동,(지상2층))",한식,한우불고기,56.8,이촌제1동,027939855, 
무교동북어국집,중구,N,N,N,N,N,"모범음식점,블루리본,씨트립","서울특별시 중구 을지로1길 38, (다동)",한식,북어국,14.6,명동,207773891, 
만나,영등포구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 영등포구 국회대로74길 19, 동우국제빌딩 지하1층 4호 (여의도동)",한식,돼지갈비,23.0,여의동,023697567, 
춘향골남원추어탕,중랑구,Y,N,N,N,N,"모범음식점,안심식당,포장가능","서울특별시 중랑구 중랑역로 269, (묵동)",한식,추어탕,37.4,묵제1동,029739526, 
강서복집,강서구,Y,N,N,Y,Y,"모범음식점,안심식당","서울특별시 강서구 공항대로59길 8, 우현빌딩 1~2층 (등촌동)",일식,복지리,87.0,등촌제1동,236616672, 
진진 가마솥 설렁탕,송파구,Y,Y,N,N,N,모범음식점,"서울특별시 송파구 거마로 12, (거여동)",분식,설렁탕,37.2,거여1동,024033119, 
만석장,은평구,Y,Y,N,N,Y,"모범음식점,씨트립,안심식당","서울특별시 은평구 대서문길 43-10, 1층 (진관동)",한식,두부,74.1,진관동,023712093, 
서초원,서초구,Y,Y,N,N,Y,모범음식점,"서울특별시 서초구 서초대로 283, (서초동)",한식,한정식,136.6,서초제3동,025960927, 
명가네남원추어탕,광진구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 광진구 능동로37길 11, 1층 (중곡동)",한식,추어탕,51.4,중곡제1동,024615977, 
고흥만,성동구,N,N,N,Y,N,모범음식점,"서울특별시 성동구 뚝섬로3길 9, (성수동1가,지상1층)",한식,장어,15.1,성수1가제1동,024617770, 
신흥부전,마포구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 마포구 매봉산로2길 25, 1층 (상암동)",한식,-,7.7,상암동,-, 
스시남,중랑구,Y,Y,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 중랑역로 261, 1층 (묵동)",일식,"회,초밥",21.2,묵제1동,029751093, 
취영루,강남구,Y,Y,N,Y,N,모범음식점,"서울특별시 강남구 학동로2길 11, (논현동)",중식,만두,215.3,논현1동,025116666, 
만성찬팅,관악구,N,N,N,N,Y,"모범음식점,안심식당","서울특별시 관악구 신림로 322-4, 지하1층 (신림동)",주점,꿔바로우,97.0,서원동,028831978, 
양지촌,중랑구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 망우로 184, (상봉동)",한식,소갈비,137.3,상봉제2동,0222074200, 
옛날불고기,관악구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 관악구 신림로18가길 24, 1층 (신림동)",한식,-,29.3,서림동,028712369, 
천외천,양천구,N,N,N,N,Y,"모범음식점,안심식당","서울특별시 양천구 등촌로 220, 1층 109, 112~120호 (목동)",중식,자장면,53.2,목3동,220610321, 
한촌설렁탕,중랑구,N,Y,N,N,Y,"모범음식점,포장가능","서울특별시 중랑구 상봉로 39, A동 1층 (면목동, 엠에스빌딩)",한식,설렁탕,49.9,면목본동,024357933, 
은평 참숯갈비(별관),은평구,Y,N,N,Y,Y,모범음식점,"서울특별시 은평구 연서로 252, (불광동,,321-7,309-22,322-2,322-3(2층))",한식,보리밥,54.4,불광제2동,023523392, 
정가,관악구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 관악구 남부순환로 1710, 지하1~지상1층 (봉천동)",한식,-,149.7,청룡동,028848988, 
크래버대게나라,광진구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 광진구 천호대로 611, 1층 (중곡동)",기타,대게정식,60.3,중곡제2동,024560277, 
진곰 숯불갈비,은평구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 은평구 증산로 345, 1,2층 (증산동)",한식,설렁탕,83.7,증산동,023079195, 
육전식당,동대문구,Y,Y,N,N,Y,모범음식점,"서울특별시 동대문구 천호대로 33, 2층 (신설동)",한식,"삼겹살, 목살",23.4,신설동,222346373, 
육전식당,동대문구,Y,Y,N,N,Y,모범음식점,"서울특별시 동대문구 난계로30길 16, 1층 (신설동)",한식,"삼겹살, 목살",29.2,용신동,222326373, 
정성한줄,송파구,N,N,N,N,N,"모범음식점,포장가능","서울특별시 송파구 올림픽로 145, 지하1층 A14,15-1호 (잠실동)",분식,김밥,12.7,잠실본동,024178253, 
홍가진국,용산구,N,N,N,N,N,모범음식점,"서울특별시 용산구 원효로 241-1, 1층 (원효로1가)",한식,설렁탕,22.1,원효로제1동,027143339, 
혼마참치,구로구,N,N,N,Y,Y,"모범음식점,안심식당","서울특별시 구로구 구로중앙로19길 28, (구로동)",일식,참치회,47.8,구로제2동,028675857, 
가부,성북구,N,N,N,N,N,모범음식점,"서울특별시 성북구 보문로 182, 1층 (삼선동4가)",중식,자장면,41.1,삼선동,-, 
낙지세상,송파구,N,N,N,N,N,모범음식점,"서울특별시 송파구 동남로18길 37, 지상1층 (가락동)",한식,낙지,48.1,가락본동,024034081, 
지호한방삼계탕,마포구,Y,N,N,Y,Y,"모범음식점,안심식당,포장가능","서울특별시 마포구 독막로 229, 2층 (신수동)",한식,-,77.6,신수동,-,Y
임진강민물장어,강서구,N,N,N,N,N,"모범음식점,블루리본,씨트립,안심식당","서울특별시 강서구 양천로 723, 1층 (염창동)",한식,장어,35.5,염창동,236637900, 
중일가든,광진구,N,N,N,N,N,"모범음식점,안심식당,트립어드바이저","서울특별시 광진구 아차산로76가길 4, (광장동)",한식,꽃등심,109.5,광장동,024543770, 
봉평메밀막국수,도봉구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 도봉구 도봉산4길 15, 1층 (도봉동)",한식,막국수,27.4,도봉제1동,029562080, 
조선갈비,강서구,Y,Y,Y,N,Y,"모범음식점,안심식당","서울특별시 강서구 공항대로 341, 2~5층 (등촌동)",한식,갈비,247.7,등촌제3동,226589300, 
제주항구,영등포구,Y,Y,N,Y,Y,"모범음식점,안심식당","서울특별시 영등포구 국제금융로6길 33, 7층 701호,711호 (여의도동)",일식,활어회,57.4,여의동,027835453, 
갑식이네착한낙지,도봉구,Y,N,N,N,Y,"모범음식점,포장가능","서울특별시 도봉구 도봉로150길 43, (방학동, ESA단지 상가 136.137.138호)",한식,-,52.6,방학제1동,0233925572, 
신동보성,송파구,N,N,N,N,N,모범음식점,"서울특별시 송파구 법원로6길 7, 2층 (문정동, 송파유탑테크밸리)",기타,"탕수육,짜장면",47.5,문정1동,-, 
돌쇠풍천민물장어,마포구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 마포구 월드컵로 87, (망원동, 마포로얄프라자 201~203호)",한식,보쌈,73.5,망원제1동,023229197, 
김종구참치박사,동작구,N,N,N,Y,N,모범음식점,"서울특별시 동작구 동작대로 25-1, (사당동, 1층)",일식,회,48.6,사당제1동,025239261, 
보들이쭈꾸미,은평구,Y,Y,N,N,N,모범음식점,"서울특별시 은평구 은평로 46, 1층 (신사동)",한식,쭈꾸미,41.7,신사제1동,023763588, 
이대감 고깃집,종로구,Y,N,N,N,Y,"모범음식점,안심식당","서울특별시 종로구 수표로 96, (관수동)",한식,"갈비탕, 갈빗살, 불고기",240.0,종로1.2.3.4가동,0222651400, 
새벽집,강서구,N,N,N,N,N,모범음식점,"서울특별시 강서구 양천로 401, A동 2층 206호 (가양동, 1동 강서한강자이타워)",한식,순두부,32.7,가양제1동,226385787, 
미미초밥,금천구,N,N,N,N,N,모범음식점,"서울특별시 금천구 시흥대로 192, (시흥동)",일식,초밥,26.0,시흥제1동,-, 
명가 쌈밥,은평구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 은평구 불광로 40-2, (불광동, 지상1층)",한식,오리,23.3,불광제1동,023582343, 
푸른바다횟집,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 성덕정15길 4-17, 1층 (성수동2가)",일식,회덮밥,13.3,성수2가제1동,294935855, 
찜집,광진구,N,N,N,N,N,모범음식점,"서울특별시 광진구 자양번영로 44, (자양동,(1층))",한식,찜,33.3,자양제1동,024440007, 
꾸워,은평구,N,N,N,N,N,모범음식점,"서울특별시 은평구 은평로 34, 1층 (신사동)",한식,생고기,30.8,신사제1동,-, 
산야초 닭한마리,송파구,Y,N,N,Y,N,모범음식점,"서울특별시 송파구 백제고분로50길 41, 지상1층 (방이동)",한식,삼계탕,34.8,방이1동,024235864, 
국보,은평구,N,N,N,N,N,모범음식점,"서울특별시 은평구 은평로11길 11-1, 1층 (녹번동)",일식,활어,25.1,녹번동,023513896, 
진평925,마포구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 마포구 망원로 87, 2층 (망원동)",한식,-,362.5,망원제1동,-, 
신고집해물찜,강서구,Y,N,N,N,Y,"모범음식점,안심식당","서울특별시 강서구 강서로 188, 1층 (화곡동, 우장산동)",한식,해물찜,48.0,우장산동,226683359,Y
춘향골남원추어탕,마포구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 마포구 월드컵로36길 18, (성산동,삼라마이다스109.110.111호)",한식,추어탕,27.2,성산제1동,023027524, 
신의주찹쌀순대,마포구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 마포구 큰우물로 66, (용강동)",한식,순대국,22.9,용강동,0232751780, 
서해쭈꾸미,중랑구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 겸재로 191, (면목동)",한식,주꾸미,18.9,면목본동,0222097892, 
이촌동 면옥,용산구,N,N,N,Y,N,모범음식점,"서울특별시 용산구 이촌로54길 17, (이촌동,(지상1.2층))",한식,냉면,114.6,이촌제1동,027967775, 
황소곱창,강남구,Y,N,N,N,N,모범음식점,"서울특별시 강남구 봉은사로82길 16, (삼성동,지상1층)",한식,한우곱창,29.9,삼성1동,-, 
백년추어탕,서대문구,N,N,N,N,N,"모범음식점,씨트립","서울특별시 서대문구 증가로 9, (연희동)",한식,추어탕,23.0,연희동,-, 
선정설렁탕,강북구,N,N,N,N,N,모범음식점,"서울특별시 강북구 솔샘로67길 142, (미아동,(큰마을길 72))",한식,설렁탕,0.0,송천동,029807720, 
강남수랏간,강남구,Y,Y,N,N,Y,모범음식점,"서울특별시 강남구 역삼로 410, (대치동,지상1층2층)",한식,돼지갈비,105.9,대치4동,025675123, 
광남수사,마포구,N,N,N,N,N,안심식당,"서울특별시 마포구 마포대로8안길 18, (공덕동, 지상1층,지하1층)",일식,-,20.0,공덕동,7155747, 
능동국시,광진구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 광진구 능동로35길 23, (군자동)",분식,칼국수,27.5,군자동,024648877, 
연화산,송파구,Y,N,N,Y,N,"모범음식점,트립어드바이저,포장가능","서울특별시 송파구 오금로46길 34, (가락동)",중식,자장면,60.2,가락2동,234020538, 
제주어항1950,서초구,N,N,N,N,N,모범음식점,"서울특별시 서초구 방배로 189, 1층 (방배동)",한식,순대국,46.5,방배본동,0234828400, 
칡산에 황제보쌈,은평구,N,N,N,N,Y,"모범음식점,포장가능","서울특별시 은평구 은평로 189, 1,2층 (녹번동)",한식,곤드레돌솥밥.보쌈,52.2,녹번동,023513577, 
동신참치,광진구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 광진구 광나루로56길 85, 9층동 36호호 (구의동,테크노마트)",일식,참치회,27.1,구의제3동,234241339, 
누엣골 주막,송파구,Y,Y,N,N,Y,"모범음식점,포장가능","서울특별시 송파구 올림픽로 240, (잠실동, 롯데월드)",한식,"덮밥,비빔밥",91.4,잠실3동,024112000, 
신의주 부대찌개,강북구,N,N,N,N,N,모범음식점,"서울특별시 강북구 한천로131길 7, (번동,(경창서길 5))",한식,부대찌개,22.6,번제1동,029921444, 
메이탄,강서구,Y,N,N,Y,N,"모범음식점,안심식당,포장가능","서울특별시 강서구 강서로 242, 상가동 2층 215호 (화곡동, 강서힐스테이트)",중식,양장피,59.6,우장산동,226998686, 
장천,노원구,N,Y,N,N,N,모범음식점,"서울특별시 노원구 동일로217가길 11, 2층 (상계동)",한식,"짬뽕, 볶음밥",35.9,상계6.7동,029358787, 
벽제갈비,서대문구,N,N,N,Y,N,씨트립,"서울특별시 서대문구 명물길 22, (창천동,,13-109, 13-114 (지하1층, 지상2,3층))",한식,소갈비,90.8,신촌동,-, 
동강참치,서대문구,N,N,N,N,N,모범음식점,"서울특별시 서대문구 연세로2길 79, (대현동)",일식,회정식,10.1,신촌동,-, 
송림가,구로구,Y,Y,Y,N,Y,"모범음식점,안심식당,트립어드바이저","서울특별시 구로구 경인로 398, (고척동)",한식,"꽃등심, 양념갈비",338.0,고척제1동,-, 
사랑채,광진구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 광진구 아차산로 440-8, (구의동,지하 01)",한식,국수전골,32.5,구의제3동,234369200, 
압구정샤브샤브,서대문구,Y,N,N,Y,N,"모범음식점,씨트립","서울특별시 서대문구 연대동문길 26, (대신동)",한식,샤브샤브,55.8,신촌동,-, 
유락손칼국수,강북구,Y,N,N,Y,Y,모범음식점,"서울특별시 강북구 삼양로 461, (수유동)",한식,칼국수,15.1,인수동,029979297, 
고센,강남구,N,N,N,Y,N,"모범음식점,블루리본","서울특별시 강남구 선릉로158길 18, 2,3층 (청담동)",한식,파스타,218.3,청담동,205151863, 
메밀촌,성북구,N,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 성북구 화랑로25길 17, (상월곡동)",한식,만두국,29.4,월곡제2동,029162141, 
금왕돈까스,성북구,Y,N,N,N,N,모범음식점,"서울특별시 성북구 성북로 138, (성북동)",양식,돈까스,40.0,성북동,207642691, 
가재야,성북구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 성북구 보문로 163, (삼선동5가)",기타,바닷가재,39.9,삼선동,029535545, 
금해 복집,종로구,Y,N,N,N,N,모범음식점,"서울특별시 종로구 진흥로 461, 1,2층 (구기동)",일식,활지리,103.3,평창동,023955656, 
서대문영양족발,서대문구,Y,N,N,N,N,"모범음식점,포장가능","서울특별시 서대문구 통일로 377, (홍제동, 지하1층,지상1층)",한식,족발,62.6,홍제제1동,-, 
진우리참치,관악구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 관악구 봉천로 472, 1층 101호 (봉천동, CO-OP RESIDENCE)",일식,-,39.1,중앙동,028892233, 
봉추찜닭,서초구,N,N,N,N,N,"모범음식점,포장가능","서울특별시 서초구 반포대로28길 91, 101호 (서초동)",한식,찜닭,24.5,서초제3동,-, 
홍천한우,서초구,Y,Y,N,N,Y,모범음식점,"서울특별시 서초구 효령로55길 47, (서초동,2층일부,3층일부)",한식,등심,82.4,서초제3동,-, 
라이홍,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 성수일로 77, 102호 (성수동1가, 서울숲IT벨리)",중식,탕수육,26.2,성수1가제1동,269680808, 
엠브이샤브샤브,강남구,Y,N,N,Y,Y,모범음식점,"서울특별시 강남구 남부순환로 2936, (대치동,원플러스상가지하1층105,106호)",한식,샤브샤브,87.8,대치1동,5617573, 
창원,도봉구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 도봉구 도봉로180길 6, 지상1층 (도봉동, 태봉운동시설2동)",한식,식육취급(소고기),70.8,도봉제2동,0234927892, 
최가네양평해장국,강북구,N,N,N,N,N,모범음식점,"서울특별시 강북구 덕릉로 162, (번동)",한식,해장국,0.0,번제2동,029803344, 
한시락,중구,Y,N,N,N,Y,모범음식점,"서울특별시 중구 을지로3길 25-6, 1층 (다동)",한식,시래기,40.8,명동,0237895554, 
초승달,용산구,Y,Y,N,N,Y,모범음식점,"서울특별시 용산구 회나무로26길 12, 1층 102호 (이태원동)",일식,초밥,20.0,이태원제1동,027496444, 
대가곱창,종로구,N,Y,N,Y,N,"모범음식점,안심식당","서울특별시 종로구 명륜길 53, (명륜3가,(지상1층))",한식,"곱창, 막창",8.9,혜화동,027473827, 
본고향맛집,종로구,Y,Y,N,N,Y,"모범음식점,안심식당,포장가능","서울특별시 종로구 지봉로 16, (숭인동,1층)",한식,한정식,92.9,숭인제1동,222343392, 
